46	21
21	46
47	46
46	47
47	22
22	47
47	6
6	47
47	15
15	47
47	2
2	47
47	39
39	47
47	32
32	47
48	44
44	48
49	48
48	49
49	32
32	49
49	46
46	49
50	30
30	50
50	24
24	50
50	11
11	50
50	28
28	50
51	50
50	51
51	40
40	51
51	8
8	51
51	22
22	51
51	21
21	51
52	3
3	52
52	40
40	52
52	5
5	52
53	52
52	53
53	25
25	53
53	48
48	53
53	49
49	53
53	46
46	53
54	39
39	54
54	31
31	54
54	38
38	54
54	14
14	54
54	34
34	54
54	18
18	54
55	54
54	55
55	31
31	55
55	6
6	55
55	35
35	55
55	29
29	55
55	19
19	55
55	30
30	55
56	27
27	56
57	56
56	57
57	1
1	57
57	42
42	57
57	44
44	57
57	48
48	57
58	3
3	58
58	6
6	58
58	17
17	58
58	36
36	58
59	36
36	59
59	58
58	59
60	59
59	60
60	10
10	60
60	39
39	60
60	6
6	60
60	47
47	60
60	13
13	60
60	15
15	60
60	2
2	60
61	43
43	61
61	47
47	61
61	54
54	61
61	18
18	61
61	26
26	61
61	31
31	61
61	34
34	61
62	61
61	62
62	20
20	62
62	45
45	62
62	17
17	62
62	27
27	62
62	56
56	62
63	27
27	63
63	58
58	63
63	59
59	63
63	42
42	63
64	63
63	64
64	9
9	64
64	32
32	64
64	60
60	64
64	2
2	64
64	6
6	64
64	47
47	64
64	13
13	64
65	0
0	65
65	27
27	65
65	17
17	65
65	63
63	65
65	56
56	65
65	20
20	65
66	65
65	66
66	59
59	66
66	24
24	66
66	44
44	66
66	48
48	66
67	16
16	67
67	41
41	67
67	46
46	67
67	53
53	67
67	49
49	67
68	67
67	68
68	15
15	68
68	50
50	68
68	21
21	68
68	51
51	68
68	7
7	68
68	22
22	68
68	8
8	68
69	4
4	69
69	24
24	69
69	28
28	69
69	50
50	69
69	11
11	69
70	69
69	70
70	43
43	70
70	65
65	70
70	20
20	70
70	56
56	70
70	62
62	70
70	27
27	70
71	60
60	71
71	18
18	71
71	14
14	71
71	34
34	71
71	54
54	71
71	38
38	71
71	61
61	71
71	31
31	71
72	71
71	72
72	2
2	72
72	10
10	72
72	3
3	72
72	40
40	72
72	52
52	72
73	7
7	73
73	49
49	73
73	53
53	73
73	67
67	73
73	46
46	73
74	73
73	74
74	2
2	74
74	72
72	74
74	5
5	74
74	10
10	74
74	52
52	74
74	3
3	74
74	40
40	74
75	20
20	75
75	66
66	75
75	48
48	75
75	57
57	75
75	44
44	75
76	75
75	76
76	27
27	76
76	59
59	76
76	20
20	76
76	70
70	76
76	66
66	76
76	56
56	76
76	62
62	76
77	73
73	77
77	22
22	77
77	7
7	77
77	51
51	77
77	21
21	77
77	8
8	77
78	77
77	78
78	23
23	78
78	50
50	78
78	28
28	78
78	22
22	78
78	8
8	78
78	68
68	78
78	7
7	78
78	51
51	78
79	31
31	79
79	43
43	79
79	30
30	79
79	19
19	79
79	29
29	79
79	35
35	79
79	55
55	79
80	79
79	80
80	37
37	80
80	29
29	80
81	16
16	81
81	5
5	81
81	40
40	81
81	10
10	81
81	72
72	81
81	3
3	81
82	81
81	82
82	74
74	82
82	39
39	82
82	77
77	82
82	80
80	82
82	30
30	82
82	29
29	82
82	7
7	82
83	53
53	83
83	81
81	83
83	69
69	83
83	73
73	83
83	46
46	83
83	67
67	83
83	49
49	83
84	83
83	84
84	24
24	84
84	49
49	84
84	52
52	84
84	3
3	84
84	74
74	84
84	10
10	84
84	81
81	84
84	5
5	84
84	3
3	84
85	6
6	85
85	14
14	85
85	38
38	85
85	43
43	85
85	80
80	85
85	12
12	85
85	26
26	85
85	31
31	85
86	44
44	86
86	53
53	86
86	75
75	86
86	57
57	86
86	48
48	86
86	80
80	86
86	66
66	86
87	86
86	87
87	17
17	87
87	62
62	87
87	56
56	87
87	24
24	87
87	20
20	87
87	65
65	87
88	49
49	88
88	58
58	88
88	83
83	88
88	69
69	88
88	46
46	88
88	53
53	88
88	73
73	88
88	67
67	88
89	88
88	89
89	1
1	89
89	37
37	89
89	25
25	89
89	33
33	89
89	55
55	89
89	45
45	89
90	5
5	90
90	8
8	90
90	23
23	90
90	0
0	90
90	11
11	90
90	50
50	90
90	24
24	90
90	69
69	90
90	28
28	90
91	29
29	91
91	48
48	91
91	66
66	91
91	69
69	91
91	44
44	91
91	86
86	91
91	57
57	91
91	80
80	91
92	91
91	92
92	35
35	92
92	15
15	92
92	86
86	92
92	48
48	92
92	57
57	92
92	61
61	92
92	66
66	92
92	75
75	92
93	0
0	93
93	23
23	93
93	80
80	93
93	16
16	93
93	4
4	93
93	82
82	93
93	91
91	93
93	41
41	93
93	9
9	93
94	34
34	94
94	19
19	94
94	55
55	94
94	79
79	94
94	80
80	94
94	29
29	94
94	30
30	94
94	82
82	94
94	35
35	94
95	70
70	95
95	69
69	95
95	76
76	95
95	62
62	95
95	56
56	95
95	27
27	95
95	17
17	95
95	87
87	95
95	37
37	95
96	48
48	96
96	17
17	96
96	76
76	96
96	27
27	96
96	56
56	96
96	65
65	96
96	20
20	96
96	87
87	96
97	5
5	97
97	86
86	97
97	58
58	97
97	11
11	97
97	59
59	97
97	63
63	97
98	97
97	98
98	77
77	98
98	48
48	98
98	84
84	98
98	40
40	98
98	10
10	98
98	5
5	98
98	52
52	98
98	81
81	98
99	89
89	99
99	34
34	99
99	14
14	99
99	85
85	99
99	54
54	99
99	18
18	99
99	31
31	99
99	61
61	99
99	71
71	99
99	14
14	99
100	99
99	100
100	82
82	100
100	13
13	100
100	2
2	100
100	15
15	100
100	32
32	100
100	64
64	100
100	47
47	100
100	39
39	100
100	6
6	100
101	51
51	101
101	30
30	101
101	94
94	101
101	1
1	101
101	79
79	101
101	58
58	101
101	19
19	101
101	55
55	101
101	35
35	101
101	29
29	101
102	100
100	102
102	74
74	102
102	52
52	102
102	98
98	102
102	72
72	102
102	40
40	102
102	10
10	102
102	3
3	102
103	102
102	103
103	33
33	103
103	45
45	103
103	25
25	103
103	89
89	103
103	37
37	103
103	1
1	103
103	70
70	103
104	72
72	104
104	11
11	104
104	0
0	104
104	93
93	104
104	67
67	104
104	41
41	104
104	16
16	104
104	87
87	104
104	23
23	104
104	4
4	104
104	9
9	104
105	89
89	105
105	103
103	105
105	33
33	105
105	62
62	105
105	37
37	105
105	45
45	105
105	1
1	105
105	80
80	105
105	25
25	105
106	25
25	106
106	56
56	106
106	92
92	106
106	2
2	106
106	13
13	106
106	32
32	106
106	60
60	106
106	6
6	106
106	64
64	106
106	15
15	106
106	39
39	106
107	88
88	107
107	75
75	107
107	98
98	107
107	102
102	107
107	72
72	107
107	40
40	107
107	81
81	107
107	5
5	107
107	10
10	107
107	84
84	107
108	4
4	108
108	9
9	108
108	7
7	108
108	51
51	108
108	77
77	108
108	21
21	108
108	78
78	108
108	22
22	108
108	68
68	108
109	79
79	109
109	30
30	109
109	63
63	109
109	1
1	109
109	33
33	109
109	103
103	109
109	105
105	109
109	45
45	109
109	25
25	109
109	89
89	109
109	37
37	109
110	67
67	110
110	13
13	110
110	24
24	110
110	80
80	110
110	88
88	110
110	49
49	110
110	73
73	110
110	46
46	110
110	83
83	110
110	53
53	110
111	23
23	111
111	64
64	111
111	46
46	111
111	78
78	111
111	8
8	111
111	21
21	111
111	51
51	111
111	7
7	111
111	108
108	111
111	68
68	111
111	77
77	111
112	52
52	112
112	96
96	112
112	97
97	112
112	57
57	112
112	66
66	112
112	63
63	112
112	44
44	112
112	92
92	112
112	75
75	112
112	91
91	112
113	28
28	113
113	20
20	113
113	95
95	113
113	59
59	113
113	70
70	113
113	17
17	113
113	87
87	113
113	76
76	113
113	65
65	113
113	96
96	113
114	83
83	114
114	88
88	114
114	110
110	114
114	53
53	114
114	49
49	114
114	73
73	114
114	46
46	114
114	67
67	114
114	58
58	114
114	15
15	114
114	104
104	114
